Телефон_new,total_orders,delivered_ratio,items,most_freq_order_size,cancel_ratio,return_ratio,revenue,margin,avg_order_value,recency_days,ДЕТСКОЕ ПИТАНИЕ,ЖЕНСКИЕ ШТУЧКИ,ИГРУШКИ,"КАНЦТОВАРЫ, КНИГИ, ДИСКИ",КОСМЕТИКА/ГИГИЕНА,КРУПНОГАБАРИТНЫЙ ТОВАР,ОБУВЬ,ПОДГУЗНИКИ,СОПУТСТВУЮЩИЕ ТОВАРЫ,"ТЕКСТИЛЬ, ТРИКОТАЖ",ТЕХНИКА И ТОВАРЫ ДЛЯ ДОМА,ТОВАРЫ ДЛЯ ЖИВОТНЫХ,ТОВАРЫ ДЛЯ КОРМЛЕНИЯ,CENTRAL,FAR EAST,NORTH,PRIVOLZIE,SIBERIA,SOUTH,SOUTHERN,URAL,delivery_pick point,delivery_другое,delivery_курьерская,delivery_самовывоз,delivery_сдэк
55575048-53555049535376,3,1.0,16,1,0.3333333333333333,0.0,66711.0,3169.23,22237.0,45,0.0,0.0,0.0,0.0,0.3125,0.3125,0.0,0.0,0.0,0.125,0.0625,0.0625,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574949-55485249505471,15,0.4,12,1,0.4666666666666667,0.0,53737.0,743.88,8956.166666666666,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574954-49525752515278,5,1.0,41,3,0.2,0.0,53083.0,1019.9899999999999,10616.6,0,0.5609756097560976,0.0,0.0,0.07317073170731707,0.17073170731707318,0.0,0.0,0.1951219512195122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55574853-55555451555673,7,0.5714285714285714,425,28,0.14285714285714285,0.42857142857142855,51001.0,3405.32,12750.25,7,0.7105882352941176,0.0,0.023529411764705882,0.03529411764705882,0.1011764705882353,0.002352941176470588,0.06823529411764706,0.03058823529411765,0.002352941176470588,0.018823529411764704,0.0,0.0,0.007058823529411765,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574953-48565552554877,8,0.875,302,67,0.5,0.0,45573.0,3749.49,6510.428571428572,0,0.8609271523178808,0.0,0.016556291390728478,0.013245033112582781,0.06291390728476821,0.0,0.0,0.013245033112582781,0.0033112582781456954,0.026490066225165563,0.0,0.0,0.0033112582781456954,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55575056-53575048575179,6,0.8333333333333334,190,11,0.5,0.0,44188.0,5661.09,8837.6,7,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.010526315789473684,0.0,0.0,0.9789473684210527,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55574857-54544956525573,4,1.0,161,2,0.5,0.0,43613.0,4933.0,10903.25,7,0.7888198757763976,0.0,0.06832298136645963,0.018633540372670808,0.055900621118012424,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.012422360248447204,0.012422360248447204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55575650-50485650555679,6,0.5,13,1,0.5,0.0,43053.0,4960.5,14351.0,2,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55575054-51494857495774,3,1.0,102,18,0.0,0.0,42142.0,4854.03,14047.333333333334,10,0.5588235294117647,0.0,0.0392156862745098,0.049019607843137254,0.12745098039215685,0.0392156862745098,0.0,0.13725490196078433,0.0,0.029411764705882353,0.0,0.0,0.0196078431372549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55575054-50505252535072,12,1.0,19,1,0.0,0.0,42127.0,5363.84,3510.5833333333335,1,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575653-51525249565477,4,0.5,2,1,0.25,0.25,41164.0,4789.0,20582.0,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574954-51544854575576,13,0.9230769230769231,796,3,0.07692307692307693,0.0,41064.0,3693.7000000000003,3422.0,0,0.9723618090452262,0.0,0.00628140703517588,0.0,0.0,0.0,0.0,0.005025125628140704,0.0,0.016331658291457288,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55575653-57555057495470,16,0.9375,100,1,0.125,0.0,40673.0,4915.07,2711.5333333333333,0,0.01,0.04,0.27,0.05,0.04,0.05,0.04,0.01,0.15,0.3,0.0,0.02,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575054-53555154495074,12,0.6666666666666666,12,1,0.16666666666666666,0.0,40569.0,4556.73,5071.125,32,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0
55574851-50565653535678,10,0.7,118,16,0.3,0.0,40199.0,5141.54,5742.714285714285,0,0.00847457627118644,0.0,0.2033898305084746,0.1440677966101695,0.05084745762711865,0.01694915254237288,0.03389830508474576,0.0,0.0,0.5423728813559322,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575653-56565557485070,8,0.375,18,4,0.0,0.25,39945.0,5307.5,13315.0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575054-52555049504878,3,1.0,235,37,0.6666666666666666,0.0,39808.0,4011.55,13269.333333333334,4,0.9659574468085106,0.0,0.0,0.0,0.01276595744680851,0.01276595744680851,0.0,0.00851063829787234,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55575456-54554950565270,3,1.0,108,6,0.3333333333333333,0.0,39072.0,3261.6400000000003,13024.0,7,0.8611111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.027777777777777776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55575054-52545053485570,4,0.5,11,1,0.0,0.5,38644.0,4142.99,19322.0,41,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575351-49505050505571,5,1.0,13,1,0.0,0.0,38617.0,3031.04,7723.4,9,0.0,0.0,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.3076923076923077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575054-48494950495676,10,0.9,202,3,0.2,0.0,38116.0,4077.07,4235.111111111111,0,0.8960396039603961,0.0,0.009900990099009901,0.0,0.0049504950495049506,0.0,0.0,0.034653465346534656,0.0,0.019801980198019802,0.0,0.0,0.034653465346534656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.1111111111111111
55575054-55495057484870,2,1.0,3,1,0.0,0.0,36967.0,2325.56,18483.5,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
55575456-54555055515172,13,0.46153846153846156,13,1,0.3076923076923077,0.0,36856.0,2663.29,6142.666666666667,15,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57535057-56485052574890,2,1.0,2,1,0.5,0.0,36760.0,5752.0,18380.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
55574854-55525048504972,3,1.0,13,6,0.0,0.0,36584.0,5458.06,12194.666666666666,6,0.15384615384615385,0.0,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.0,0.15384615384615385,0.0,0.3076923076923077,0.0,0.0,0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575054-53515053565474,3,1.0,11,3,0.0,0.0,36184.0,5052.67,12061.333333333334,36,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574948-54494855485476,10,0.7,28,2,0.2,0.0,35931.0,5225.849999999999,5133.0,5,0.14285714285714285,0.0,0.35714285714285715,0.0,0.10714285714285714,0.03571428571428571,0.0,0.14285714285714285,0.0,0.03571428571428571,0.0,0.0,0.17857142857142858,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574957-55575356514873,24,0.4583333333333333,101,4,0.3333333333333333,0.0,35732.0,-230.40000000000003,3248.3636363636365,0,0.0,0.0,0.27722772277227725,0.0,0.0,0.0,0.06930693069306931,0.0,0.37623762376237624,0.27722772277227725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
55574851-49545149565771,3,1.0,30,2,0.3333333333333333,0.0,35367.0,4243.69,11789.0,33,0.0,0.0,0.13333333333333333,0.03333333333333333,0.26666666666666666,0.0,0.03333333333333333,0.13333333333333333,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
55575653-52555156575673,5,1.0,82,1,0.8,0.0,35266.0,4910.22,7053.2,4,0.3780487804878049,0.0,0.07317073170731707,0.0,0.10975609756097561,0.012195121951219513,0.0,0.18292682926829268,0.024390243902439025,0.13414634146341464,0.0,0.0,0.08536585365853659,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55575348-54515154564977,3,0.6666666666666666,12,5,0.6666666666666666,0.0,34888.0,4948.27,17444.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55575054-49495552574875,4,0.75,20,7,0.25,0.25,34756.0,3632.45,11585.333333333334,35,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575653-49565749485375,6,0.5,10,1,0.5,0.3333333333333333,34734.0,1404.08,11578.0,23,0.0,0.0,0.3,0.0,0.3,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575054-51495457495479,3,1.0,9,2,0.3333333333333333,0.0,34734.0,4893.89,11578.0,9,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
55574951-50525553555376,2,1.0,2,1,0.0,0.0,34665.0,1105.0,17332.5,18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574857-54535154495671,2,1.0,133,46,0.0,0.0,34146.0,4805.85,17073.0,8,0.7142857142857143,0.0,0.06766917293233082,0.007518796992481203,0.13533834586466165,0.0,0.0,0.06766917293233082,0.0,0.0,0.007518796992481203,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55574853-53575557575370,2,1.0,344,150,0.5,0.0,33970.0,1334.56,16985.0,4,0.997093023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029069767441860465,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55574857-53495451494871,2,1.0,3,1,0.0,0.0,33894.0,5162.0,16947.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574954-52534952565179,6,0.5,12,2,0.0,0.0,33508.0,5723.39,11169.333333333334,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574955-53535348515672,9,1.0,48,2,0.7777777777777778,0.0,33120.0,2829.29,3680.0,5,0.2708333333333333,0.0,0.0625,0.0,0.020833333333333332,0.0,0.0,0.22916666666666666,0.0,0.4166666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
55574854-48565652524970,3,1.0,7,1,0.0,0.0,33093.0,4210.02,11031.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574851-55515750565675,2,1.0,19,6,1.0,0.0,33051.0,244.3,16525.5,41,0.0,0.0,0.0,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574954-52495750515570,4,1.0,206,42,0.5,0.0,33049.0,3290.81,8262.25,6,0.9174757281553398,0.0,0.0,0.0,0.0,0.0,0.0,0.019417475728155338,0.0,0.0,0.0,0.0,0.06310679611650485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55575556-48485054555777,2,1.0,132,35,0.5,0.0,33040.0,2881.11,16520.0,18,0.6212121212121212,0.0,0.06060606060606061,0.0,0.06060606060606061,0.015151515151515152,0.0,0.03787878787878788,0.0,0.06818181818181818,0.007575757575757576,0.0,0.12878787878787878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55575054-54505555575679,9,0.3333333333333333,14,5,0.0,0.4444444444444444,33026.0,5150.43,11008.666666666666,3,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.21428571428571427,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575655-57505154495072,8,0.375,15,3,0.375,0.0,33019.0,218.61,11006.333333333334,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575050-54574851535477,6,0.5,9,1,0.16666666666666666,0.0,32991.0,4843.42,10997.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574954-54495457494978,4,0.5,2,1,0.0,0.0,32840.0,190.0,16420.0,23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574948-53505648544878,2,1.0,19,7,0.5,0.0,32746.0,606.32,16373.0,43,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.7894736842105263,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575054-50535657535274,4,1.0,219,2,0.25,0.0,32677.0,2707.09,8169.25,19,0.954337899543379,0.0,0.0045662100456621,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0182648401826484,0.0,0.0045662100456621,0.0045662100456621,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55575757-55565649515678,8,0.625,36,4,0.25,0.0,32385.0,5187.13,6477.0,7,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1111111111111111,0.0,0.027777777777777776,0.0,0.0,0.3611111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574954-48575453545471,7,1.0,42,2,0.0,0.0,32359.0,-2486.98,4622.714285714285,8,0.6428571428571429,0.0,0.023809523809523808,0.09523809523809523,0.023809523809523808,0.0,0.0,0.11904761904761904,0.0,0.023809523809523808,0.0,0.0,0.07142857142857142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575453-51524848515276,2,1.0,5,1,0.0,0.0,32213.0,4652.530000000001,16106.5,16,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575053-49505649554974,4,1.0,152,29,0.0,0.0,32155.0,3967.43,8038.75,8,0.6578947368421053,0.0,0.006578947368421052,0.05921052631578947,0.11842105263157894,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.03289473684210526,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574954-54485254575772,2,1.0,34,11,0.0,0.0,31928.0,4852.21,15964.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.7647058823529411,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574948-52545649484970,2,1.0,43,9,0.5,0.0,31894.0,2614.86,15947.0,38,0.37209302325581395,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.4186046511627907,0.0,0.18604651162790697,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55574953-48505555485570,10,0.7,64,1,0.4,0.2,31821.0,2744.5099999999998,4545.857142857143,9,0.0,0.0,0.0625,0.015625,0.03125,0.0,0.03125,0.03125,0.0,0.78125,0.0,0.0,0.046875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0
55575451-57575748495276,6,0.8333333333333334,45,3,0.0,0.16666666666666666,31789.0,3159.82,6357.8,2,0.6888888888888889,0.0,0.06666666666666667,0.022222222222222223,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.022222222222222223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574954-51505753485273,3,1.0,245,71,0.0,0.0,31626.0,458.1100000000001,10542.0,8,0.9387755102040817,0.00816326530612245,0.0,0.0,0.036734693877551024,0.0,0.0,0.012244897959183673,0.0,0.0,0.0,0.0,0.004081632653061225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55575054-57524954525673,6,1.0,11,1,0.0,0.0,31569.0,2093.0,5261.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574954-52575551494877,2,1.0,14,2,0.0,0.0,31523.0,2905.69,15761.5,8,0.0,0.0,0.07142857142857142,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.5,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55574954-50494954545575,2,1.0,201,83,1.0,0.0,31345.0,3669.35,15672.5,13,0.8805970149253731,0.0,0.014925373134328358,0.0,0.07462686567164178,0.0,0.0,0.01990049751243781,0.0,0.0,0.0,0.0,0.009950248756218905,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55575054-49555048495375,10,0.8,56,6,0.1,0.0,31262.0,3637.08,3907.75,0,0.0,0.07142857142857142,0.2857142857142857,0.03571428571428571,0.03571428571428571,0.0,0.07142857142857142,0.0,0.07142857142857142,0.39285714285714285,0.017857142857142856,0.017857142857142856,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574950-51565552495577,2,1.0,29,6,0.0,0.0,31127.0,2558.4799999999996,15563.5,13,0.0,0.0,0.0,0.0,0.20689655172413793,0.034482758620689655,0.0,0.5172413793103449,0.0,0.1724137931034483,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55575054-52505350545270,10,0.6,18,3,0.2,0.2,31001.0,3574.77,5166.833333333333,2,0.0,0.0,0.2777777777777778,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
55574853-53494948535771,6,0.8333333333333334,133,10,0.3333333333333333,0.0,30767.0,4374.85,6153.4,3,0.43609022556390975,0.022556390977443608,0.12030075187969924,0.06015037593984962,0.24060150375939848,0.0,0.007518796992481203,0.05263157894736842,0.0,0.045112781954887216,0.007518796992481203,0.0,0.007518796992481203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55575052-49495552514977,2,1.0,2,1,0.0,0.0,30560.0,2720.0,15280.0,22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575448-54535348504970,3,0.6666666666666666,16,1,0.0,0.0,30430.0,3446.14,15215.0,22,0.0,0.0,0.0,0.0,0.5625,0.1875,0.0,0.0625,0.0,0.0625,0.0,0.0,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575456-56565249565673,6,0.5,30,5,0.0,0.16666666666666666,30395.0,-3376.1,10131.666666666666,9,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55574851-55555555575672,3,0.6666666666666666,4,1,0.3333333333333333,0.0,30232.0,4636.0,15116.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55574953-50514957505772,4,0.75,9,1,0.25,0.0,30132.0,5140.91,10044.0,12,0.0,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575054-53545456525773,12,0.8333333333333334,298,1,0.25,0.0,30052.0,3932.39,3005.2,5,0.7583892617449665,0.0,0.06711409395973154,0.06040268456375839,0.03691275167785235,0.0,0.006711409395973154,0.016778523489932886,0.0,0.053691275167785234,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55574949-49505452525774,3,1.0,19,2,0.0,0.0,29875.0,-254.37,9958.333333333334,3,0.0,0.0,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.631578947368421,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575350-53534848555375,2,1.0,42,8,0.5,0.0,29753.0,3633.35,14876.5,21,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.07142857142857142,0.0,0.21428571428571427,0.0,0.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575150-52494949544876,11,0.5454545454545454,134,15,0.2727272727272727,0.0,29394.0,3617.04,4899.0,5,0.0,0.0,0.03731343283582089,0.8656716417910447,0.0,0.0,0.04477611940298507,0.0,0.0,0.05223880597014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55575054-53525050515675,4,1.0,104,1,0.25,0.0,29327.0,-1444.72,7331.75,15,0.8173076923076923,0.0,0.028846153846153848,0.0,0.0673076923076923,0.038461538461538464,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.028846153846153848,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
55574954-57485449495672,5,0.6,19,3,0.4,0.0,29326.0,1738.99,9775.333333333334,36,0.0,0.0,0.15789473684210525,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575452-55554948505370,5,0.8,102,6,0.2,0.0,29311.0,136.58999999999992,7327.75,8,0.9019607843137255,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0196078431372549,0.0,0.0196078431372549,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55575053-55515353554973,3,1.0,226,44,0.0,0.0,29310.0,5091.52,9770.0,10,0.5575221238938053,0.0,0.0,0.0,0.0,0.0,0.0,0.030973451327433628,0.0,0.0,0.0,0.41150442477876104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
